,date,p (mbar),rh (%),T (degC)
50997,2020-12-20 05:00:00,994.36,91.8,1.23
50998,2020-12-20 05:10:00,994.46,91.9,1.17
50999,2020-12-20 05:20:00,994.5,91.7,1.17
51000,2020-12-20 05:30:00,994.46,91.9,1.14
51001,2020-12-20 05:40:00,994.48,92.4,1.01
51002,2020-12-20 05:50:00,994.46,91.4,1.21
51003,2020-12-20 06:00:00,994.44,91.5,1.2
51004,2020-12-20 06:10:00,994.46,91.6,1.18
51005,2020-12-20 06:20:00,994.34,90.9,1.31
51006,2020-12-20 06:30:00,994.22,90.0,1.49
51007,2020-12-20 06:40:00,994.2,88.7,1.75
51008,2020-12-20 06:50:00,994.2,87.4,2.01
51009,2020-12-20 07:00:00,994.18,87.2,2.08
51010,2020-12-20 07:10:00,994.2,87.0,2.15
51011,2020-12-20 07:20:00,994.25,87.2,2.12
51012,2020-12-20 07:30:00,994.31,87.2,2.13
51013,2020-12-20 07:40:00,994.25,87.1,2.16
51014,2020-12-20 07:50:00,994.25,87.5,2.11
51015,2020-12-20 08:00:00,994.29,87.7,2.07
51016,2020-12-20 08:10:00,994.29,87.4,2.14
51017,2020-12-20 08:20:00,994.26,87.2,2.19
51018,2020-12-20 08:30:00,994.22,86.8,2.26
51019,2020-12-20 08:40:00,994.28,86.2,2.37
51020,2020-12-20 08:50:00,994.27,85.6,2.48
51021,2020-12-20 09:00:00,994.17,85.9,2.45
51022,2020-12-20 09:10:00,994.2,85.1,2.54
51023,2020-12-20 09:20:00,994.14,84.1,2.7
51024,2020-12-20 09:30:00,994.19,83.8,2.69
51025,2020-12-20 09:40:00,994.25,84.1,2.59
51026,2020-12-20 09:50:00,994.26,84.3,2.58
51027,2020-12-20 10:00:00,994.31,85.0,2.47
51028,2020-12-20 10:10:00,994.34,85.4,2.45
51029,2020-12-20 10:20:00,994.44,85.1,2.52
51030,2020-12-20 10:30:00,994.47,84.4,2.66
51031,2020-12-20 10:40:00,994.47,83.7,2.78
51032,2020-12-20 10:50:00,994.42,83.7,2.91
51033,2020-12-20 11:00:00,994.41,83.7,2.93
51034,2020-12-20 11:10:00,994.46,83.9,2.91
51035,2020-12-20 11:20:00,994.53,84.4,2.91
51036,2020-12-20 11:30:00,994.38,84.5,2.97
51037,2020-12-20 11:40:00,994.35,84.6,3.03
51038,2020-12-20 11:50:00,994.28,83.9,3.24
51039,2020-12-20 12:00:00,994.24,82.6,3.49
51040,2020-12-20 12:10:00,994.1,81.5,3.73
51041,2020-12-20 12:20:00,994.06,81.3,3.92
51042,2020-12-20 12:30:00,994.08,80.6,4.1
51043,2020-12-20 12:40:00,994.04,79.59,4.28
51044,2020-12-20 12:50:00,993.92,78.26,4.52
51045,2020-12-20 13:00:00,993.83,76.72,4.74
51046,2020-12-20 13:10:00,993.78,76.1,4.9
51047,2020-12-20 13:20:00,993.74,75.85,4.94
51048,2020-12-20 13:30:00,993.67,75.97,4.94
51049,2020-12-20 13:40:00,993.72,76.07,5.02
51050,2020-12-20 13:50:00,993.79,75.89,5.08
51051,2020-12-20 14:00:00,993.82,75.88,5.09
51052,2020-12-20 14:10:00,993.85,75.85,5.13
51053,2020-12-20 14:20:00,993.88,75.55,5.17
51054,2020-12-20 14:30:00,993.9,75.24,5.26
51055,2020-12-20 14:40:00,993.88,75.68,5.27
51056,2020-12-20 14:50:00,993.88,75.99,5.27
51057,2020-12-20 15:00:00,994.01,76.11,5.32
51058,2020-12-20 15:10:00,994.07,76.3,5.33
51059,2020-12-20 15:20:00,994.18,75.98,5.35
51060,2020-12-20 15:30:00,994.24,76.3,5.34
51061,2020-12-20 15:40:00,994.22,76.57,5.36
51062,2020-12-20 15:50:00,994.31,77.37,5.24
51063,2020-12-20 16:00:00,994.45,77.71,5.18
51064,2020-12-20 16:10:00,994.58,77.79,5.23
51065,2020-12-20 16:20:00,994.49,77.61,5.24
51066,2020-12-20 16:30:00,994.53,77.98,5.14
51067,2020-12-20 16:40:00,994.59,78.63,5.09
51068,2020-12-20 16:50:00,994.6,79.57,5.03
51069,2020-12-20 17:00:00,994.74,80.3,4.92
51070,2020-12-20 17:10:00,994.72,80.8,4.89
51071,2020-12-20 17:20:00,994.65,81.3,4.8
51072,2020-12-20 17:30:00,994.72,81.9,4.71
51073,2020-12-20 17:40:00,994.72,81.9,4.71
51074,2020-12-20 17:50:00,994.78,82.2,4.71
51075,2020-12-20 18:00:00,994.72,82.7,4.66
51076,2020-12-20 18:10:00,994.69,82.6,4.69
51077,2020-12-20 18:20:00,994.79,82.9,4.68
51078,2020-12-20 18:30:00,994.84,83.4,4.67
51079,2020-12-20 18:40:00,994.88,83.5,4.71
51080,2020-12-20 18:50:00,994.85,83.5,4.76
51081,2020-12-20 19:00:00,994.87,83.7,4.8
51082,2020-12-20 19:10:00,994.93,84.1,4.82
51083,2020-12-20 19:20:00,995.05,84.5,4.81
51084,2020-12-20 19:30:00,995.14,85.0,4.8
51085,2020-12-20 19:40:00,995.29,85.9,4.72
51086,2020-12-20 19:50:00,995.27,86.5,4.63
51087,2020-12-20 20:00:00,995.36,86.1,4.77
51088,2020-12-20 20:10:00,995.45,85.4,4.88
51089,2020-12-20 20:20:00,995.5,85.1,4.95
51090,2020-12-20 20:30:00,995.68,84.8,5.01
51091,2020-12-20 20:40:00,995.79,85.7,4.95
51092,2020-12-20 20:50:00,995.95,87.5,4.78
51093,2020-12-20 21:00:00,996.05,89.7,4.63
51094,2020-12-20 21:10:00,996.16,92.2,4.41
51095,2020-12-20 21:20:00,996.16,94.4,4.21
51096,2020-12-20 21:30:00,996.2,95.9,4.08
51097,2020-12-20 21:40:00,996.28,96.7,4.01
51098,2020-12-20 21:50:00,996.3,97.3,3.89
51099,2020-12-20 22:00:00,996.29,98.0,3.82
51100,2020-12-20 22:10:00,996.18,98.3,3.76
51101,2020-12-20 22:20:00,996.17,98.3,3.7
51102,2020-12-20 22:30:00,996.2,98.7,3.64
51103,2020-12-20 22:40:00,996.29,98.6,3.61
51104,2020-12-20 22:50:00,996.37,98.9,3.61
51105,2020-12-20 23:00:00,996.37,99.6,3.55
51106,2020-12-20 23:10:00,996.4,99.9,3.54
51107,2020-12-20 23:20:00,996.44,100.0,3.53
51108,2020-12-20 23:30:00,996.44,100.0,3.53
51109,2020-12-20 23:40:00,996.52,100.0,3.52
51110,2020-12-20 23:50:00,996.56,100.0,3.51
51111,2020-12-21 00:00:00,996.54,100.0,3.5
51112,2020-12-21 00:10:00,996.53,100.0,3.49
51113,2020-12-21 00:20:00,996.48,100.0,3.5
51114,2020-12-21 00:30:00,996.52,99.9,3.53
51115,2020-12-21 00:40:00,996.5,99.6,3.55
51116,2020-12-21 00:50:00,996.47,99.3,3.53
51117,2020-12-21 01:00:00,996.59,99.0,3.53
51118,2020-12-21 01:10:00,996.69,98.5,3.53
51119,2020-12-21 01:20:00,996.7,98.6,3.53
51120,2020-12-21 01:30:00,996.61,98.4,3.54
51121,2020-12-21 01:40:00,996.61,98.3,3.5
51122,2020-12-21 01:50:00,996.67,98.3,3.46
51123,2020-12-21 02:00:00,996.65,98.3,3.39
51124,2020-12-21 02:10:00,996.68,99.1,3.24
51125,2020-12-21 02:20:00,996.67,98.3,3.26
51126,2020-12-21 02:30:00,996.78,97.8,3.21
51127,2020-12-21 02:40:00,996.94,97.4,3.19
51128,2020-12-21 02:50:00,997.08,97.5,3.16
51129,2020-12-21 03:00:00,997.19,97.6,3.16
51130,2020-12-21 03:10:00,997.16,98.1,3.01
51131,2020-12-21 03:20:00,997.12,99.2,2.79
51132,2020-12-21 03:30:00,997.11,99.9,2.63
51133,2020-12-21 03:40:00,997.03,99.9,2.59
51134,2020-12-21 03:50:00,997.07,99.7,2.56
51135,2020-12-21 04:00:00,997.1,99.4,2.52
51136,2020-12-21 04:10:00,997.13,99.7,2.4
51137,2020-12-21 04:20:00,997.05,99.8,2.35
51138,2020-12-21 04:30:00,996.94,100.0,2.23
51139,2020-12-21 04:40:00,996.99,100.0,2.2
51140,2020-12-21 04:50:00,997.02,99.9,2.18
51141,2020-12-21 05:00:00,997.06,99.9,2.19
51142,2020-12-21 05:10:00,997.07,100.0,2.08
51143,2020-12-21 05:20:00,997.01,100.0,2.07
51144,2020-12-21 05:30:00,996.87,100.0,1.99
51145,2020-12-21 05:40:00,996.87,100.0,1.83
51146,2020-12-21 05:50:00,996.88,100.0,1.76
51147,2020-12-21 06:00:00,996.89,100.0,1.58
51148,2020-12-21 06:10:00,996.85,100.0,1.56
51149,2020-12-21 06:20:00,996.97,100.0,1.77
51150,2020-12-21 06:30:00,997.0,100.0,1.86
51151,2020-12-21 06:40:00,996.95,100.0,1.75
51152,2020-12-21 06:50:00,996.83,100.0,1.52
51153,2020-12-21 07:00:00,996.89,100.0,1.51
51154,2020-12-21 07:10:00,997.01,100.0,1.58
51155,2020-12-21 07:20:00,996.94,100.0,1.67
51156,2020-12-21 07:30:00,997.02,100.0,1.67
51157,2020-12-21 07:40:00,997.03,100.0,1.6
51158,2020-12-21 07:50:00,997.02,100.0,1.58
51159,2020-12-21 08:00:00,996.99,100.0,1.57
51160,2020-12-21 08:10:00,997.05,100.0,1.52
51161,2020-12-21 08:20:00,997.14,100.0,1.47
51162,2020-12-21 08:30:00,997.22,100.0,1.49
51163,2020-12-21 08:40:00,997.2,100.0,1.48
51164,2020-12-21 08:50:00,997.28,100.0,1.28
51165,2020-12-21 09:00:00,997.27,100.0,1.43
51166,2020-12-21 09:10:00,997.28,100.0,1.62
51167,2020-12-21 09:20:00,997.23,99.8,1.78
51168,2020-12-21 09:30:00,997.15,99.8,1.8
51169,2020-12-21 09:40:00,997.16,99.1,1.93
51170,2020-12-21 09:50:00,997.11,98.6,2.1
51171,2020-12-21 10:00:00,997.06,97.3,2.41
51172,2020-12-21 10:10:00,997.05,96.9,2.57
51173,2020-12-21 10:20:00,997.01,95.5,2.96
51174,2020-12-21 10:30:00,996.99,93.7,3.34
51175,2020-12-21 10:40:00,997.0,93.8,3.58
51176,2020-12-21 10:50:00,996.91,92.7,3.96
51177,2020-12-21 11:00:00,996.8,92.4,4.27
51178,2020-12-21 11:10:00,996.71,91.5,4.65
51179,2020-12-21 11:20:00,996.6,90.9,4.95
51180,2020-12-21 11:30:00,996.42,90.6,5.23
51181,2020-12-21 11:40:00,996.35,89.8,5.48
51182,2020-12-21 11:50:00,996.21,89.4,5.65
51183,2020-12-21 12:00:00,996.05,88.2,5.94
51184,2020-12-21 12:10:00,995.98,87.7,6.08
51185,2020-12-21 12:20:00,995.93,86.8,6.31
51186,2020-12-21 12:30:00,995.76,86.5,6.29
51187,2020-12-21 12:40:00,995.62,86.3,6.3
51188,2020-12-21 12:50:00,995.58,86.7,6.26
51189,2020-12-21 13:00:00,995.38,87.8,6.01
51190,2020-12-21 13:10:00,995.24,88.4,5.77
51191,2020-12-21 13:20:00,995.18,88.8,5.72
51192,2020-12-21 13:30:00,995.16,88.9,5.73
51193,2020-12-21 13:40:00,995.12,88.9,5.74
51194,2020-12-21 13:50:00,995.11,88.5,5.89
51195,2020-12-21 14:00:00,995.06,88.0,6.09
51196,2020-12-21 14:10:00,994.98,87.9,6.26
51197,2020-12-21 14:20:00,994.73,86.5,6.63
51198,2020-12-21 14:30:00,994.73,84.9,6.98
51199,2020-12-21 14:40:00,994.58,85.6,6.86
51200,2020-12-21 14:50:00,994.39,84.6,7.04
51201,2020-12-21 15:00:00,994.23,85.3,6.85
51202,2020-12-21 15:10:00,994.2,88.2,6.27
51203,2020-12-21 15:20:00,994.14,88.8,6.09
51204,2020-12-21 15:30:00,994.02,89.1,6.0
51205,2020-12-21 15:40:00,994.05,90.4,5.74
51206,2020-12-21 15:50:00,993.99,91.4,5.63
51207,2020-12-21 16:00:00,993.86,91.6,5.68
51208,2020-12-21 16:10:00,993.81,91.2,5.74
51209,2020-12-21 16:20:00,993.72,91.4,5.68
51210,2020-12-21 16:30:00,993.62,91.8,5.55
51211,2020-12-21 16:40:00,993.54,92.9,5.3
51212,2020-12-21 16:50:00,993.43,92.1,5.27
51213,2020-12-21 17:00:00,993.34,91.8,5.24
51214,2020-12-21 17:10:00,993.27,92.6,5.1
51215,2020-12-21 17:20:00,993.09,92.1,5.14
51216,2020-12-21 17:30:00,993.13,91.5,5.23
51217,2020-12-21 17:40:00,993.01,91.2,5.25
51218,2020-12-21 17:50:00,992.86,91.6,5.17
51219,2020-12-21 18:00:00,992.8,91.7,5.12
51220,2020-12-21 18:10:00,992.83,90.8,5.26
51221,2020-12-21 18:20:00,992.84,90.7,5.34
51222,2020-12-21 18:30:00,992.7,92.1,5.28
51223,2020-12-21 18:40:00,992.49,93.9,5.16
51224,2020-12-21 18:50:00,992.36,96.1,4.91
51225,2020-12-21 19:00:00,992.13,98.3,4.59
51226,2020-12-21 19:10:00,991.86,99.4,4.4
51227,2020-12-21 19:20:00,991.66,99.8,4.35
51228,2020-12-21 19:30:00,991.61,99.8,4.35
51229,2020-12-21 19:40:00,991.5,99.1,4.46
51230,2020-12-21 19:50:00,991.39,99.3,4.54
51231,2020-12-21 20:00:00,991.24,99.9,4.6
51232,2020-12-21 20:10:00,991.0,99.7,4.66
51233,2020-12-21 20:20:00,990.88,99.8,4.62
51234,2020-12-21 20:30:00,990.61,100.0,4.62
51235,2020-12-21 20:40:00,990.38,100.0,4.69
51236,2020-12-21 20:50:00,990.18,100.0,4.6
51237,2020-12-21 21:00:00,989.95,100.0,4.52
51238,2020-12-21 21:10:00,989.66,100.0,4.62
51239,2020-12-21 21:20:00,989.39,100.0,4.73
51240,2020-12-21 21:30:00,989.57,99.8,4.84
51241,2020-12-21 21:40:00,989.62,98.7,5.08
51242,2020-12-21 21:50:00,989.51,97.9,5.25
51243,2020-12-21 22:00:00,989.08,98.3,5.17
51244,2020-12-21 22:10:00,988.95,97.9,5.22
51245,2020-12-21 22:20:00,988.83,95.6,5.58
51246,2020-12-21 22:30:00,988.73,92.4,6.1
51247,2020-12-21 22:40:00,988.65,89.7,6.59
51248,2020-12-21 22:50:00,988.52,89.4,6.67
51249,2020-12-21 23:00:00,988.48,88.4,6.78
51250,2020-12-21 23:10:00,988.32,87.9,6.89
51251,2020-12-21 23:20:00,988.06,88.9,6.77
51252,2020-12-21 23:30:00,987.99,90.2,6.53
51253,2020-12-21 23:40:00,987.97,90.6,6.49
51254,2020-12-21 23:50:00,987.78,90.9,6.49
51255,2020-12-22 00:00:00,987.85,90.8,6.56
51256,2020-12-22 00:10:00,987.78,90.5,6.7
51257,2020-12-22 00:20:00,987.59,89.9,6.88
51258,2020-12-22 00:30:00,987.28,89.7,6.96
51259,2020-12-22 00:40:00,987.14,89.8,7.0
51260,2020-12-22 00:50:00,987.23,90.2,7.02
51261,2020-12-22 01:00:00,987.22,90.4,7.07
51262,2020-12-22 01:10:00,987.14,90.8,7.04
51263,2020-12-22 01:20:00,987.0,92.1,7.0
51264,2020-12-22 01:30:00,986.75,94.2,6.9
51265,2020-12-22 01:40:00,986.55,97.4,6.63
51266,2020-12-22 01:50:00,986.39,98.7,6.65
51267,2020-12-22 02:00:00,986.24,98.8,6.76
51268,2020-12-22 02:10:00,986.25,97.8,6.98
51269,2020-12-22 02:20:00,986.19,98.7,6.94
51270,2020-12-22 02:30:00,986.01,99.3,6.94
51271,2020-12-22 02:40:00,986.02,98.8,7.07
51272,2020-12-22 02:50:00,985.88,98.6,7.18
51273,2020-12-22 03:00:00,985.87,99.7,7.11
51274,2020-12-22 03:10:00,985.89,99.7,7.12
51275,2020-12-22 03:20:00,985.78,97.8,7.43
51276,2020-12-22 03:30:00,985.7,96.0,7.71
51277,2020-12-22 03:40:00,985.54,93.5,8.14
51278,2020-12-22 03:50:00,985.5,92.4,8.41
51279,2020-12-22 04:00:00,985.23,90.9,8.8
51280,2020-12-22 04:10:00,985.0,91.6,8.7
51281,2020-12-22 04:20:00,984.87,89.9,9.06
51282,2020-12-22 04:30:00,984.93,88.7,9.34
51283,2020-12-22 04:40:00,984.93,88.0,9.46
51284,2020-12-22 04:50:00,985.03,87.3,9.67
51285,2020-12-22 05:00:00,985.04,87.3,9.76
51286,2020-12-22 05:10:00,984.73,87.0,9.89
51287,2020-12-22 05:20:00,984.52,86.8,10.01
51288,2020-12-22 05:30:00,984.73,86.8,10.04
51289,2020-12-22 05:40:00,984.73,86.7,10.07
51290,2020-12-22 05:50:00,984.66,86.1,10.16
51291,2020-12-22 06:00:00,984.54,85.8,10.26
51292,2020-12-22 06:10:00,984.57,85.9,10.32
51293,2020-12-22 06:20:00,984.59,85.8,10.41
51294,2020-12-22 06:30:00,984.58,85.6,10.47
51295,2020-12-22 06:40:00,984.52,85.8,10.49
51296,2020-12-22 06:50:00,984.34,85.6,10.58
51297,2020-12-22 07:00:00,984.34,85.7,10.64
51298,2020-12-22 07:10:00,984.35,85.9,10.71
51299,2020-12-22 07:20:00,984.32,85.6,10.84
51300,2020-12-22 07:30:00,984.31,85.8,10.88
51301,2020-12-22 07:40:00,984.3,86.2,10.9
51302,2020-12-22 07:50:00,984.43,86.1,11.08
51303,2020-12-22 08:00:00,984.43,85.5,11.31
51304,2020-12-22 08:10:00,984.44,85.4,11.42
51305,2020-12-22 08:20:00,984.49,85.5,11.49
51306,2020-12-22 08:30:00,984.6,85.8,11.51
51307,2020-12-22 08:40:00,984.81,86.2,11.54
51308,2020-12-22 08:50:00,984.82,86.3,11.61
51309,2020-12-22 09:00:00,984.96,86.2,11.7
51310,2020-12-22 09:10:00,985.16,86.3,11.74
51311,2020-12-22 09:20:00,985.24,86.2,11.79
51312,2020-12-22 09:30:00,985.24,86.2,11.85
51313,2020-12-22 09:40:00,985.24,85.6,12.05
51314,2020-12-22 09:50:00,985.22,84.9,12.27
51315,2020-12-22 10:00:00,985.2,85.1,12.28
51316,2020-12-22 10:10:00,985.34,85.1,12.33
51317,2020-12-22 10:20:00,985.54,84.9,12.45
51318,2020-12-22 10:30:00,985.57,84.9,12.52
51319,2020-12-22 10:40:00,985.59,84.8,12.57
51320,2020-12-22 10:50:00,985.63,84.2,12.8
51321,2020-12-22 11:00:00,985.66,83.3,13.07
51322,2020-12-22 11:10:00,985.67,82.7,13.24
51323,2020-12-22 11:20:00,985.69,82.7,13.27
51324,2020-12-22 11:30:00,985.69,82.8,13.3
51325,2020-12-22 11:40:00,985.74,82.4,13.42
51326,2020-12-22 11:50:00,985.93,82.4,13.45
51327,2020-12-22 12:00:00,986.02,82.6,13.41
51328,2020-12-22 12:10:00,985.91,83.1,13.41
51329,2020-12-22 12:20:00,986.03,84.3,13.35
51330,2020-12-22 12:30:00,986.14,83.6,13.41
51331,2020-12-22 12:40:00,986.12,82.1,13.64
51332,2020-12-22 12:50:00,986.09,81.4,13.79
51333,2020-12-22 13:00:00,986.18,80.6,13.9
51334,2020-12-22 13:10:00,986.15,79.7,14.04
51335,2020-12-22 13:20:00,986.14,78.09,14.26
51336,2020-12-22 13:30:00,986.14,77.28,14.3
51337,2020-12-22 13:40:00,986.16,76.51,14.3
51338,2020-12-22 13:50:00,986.18,76.9,14.21
51339,2020-12-22 14:00:00,986.31,78.48,14.13
51340,2020-12-22 14:10:00,986.48,79.89,13.94
51341,2020-12-22 14:20:00,986.75,81.6,13.79
51342,2020-12-22 14:30:00,986.8,81.4,13.93
51343,2020-12-22 14:40:00,986.76,78.91,14.36
51344,2020-12-22 14:50:00,986.79,77.01,14.5
51345,2020-12-22 15:00:00,986.82,75.76,14.5
51346,2020-12-22 15:10:00,986.86,74.18,14.41
51347,2020-12-22 15:20:00,986.98,73.96,14.23
51348,2020-12-22 15:30:00,987.13,74.77,13.95
51349,2020-12-22 15:40:00,987.3,75.58,13.7
51350,2020-12-22 15:50:00,987.35,75.96,13.54
51351,2020-12-22 16:00:00,987.4,75.93,13.45
51352,2020-12-22 16:10:00,987.57,76.28,13.35
51353,2020-12-22 16:20:00,987.71,77.52,13.14
51354,2020-12-22 16:30:00,987.81,78.71,12.98
51355,2020-12-22 16:40:00,987.84,80.4,12.8
51356,2020-12-22 16:50:00,987.97,83.0,12.63
51357,2020-12-22 17:00:00,988.06,84.9,12.41
51358,2020-12-22 17:10:00,988.11,85.3,12.34
51359,2020-12-22 17:20:00,988.24,85.1,12.25
51360,2020-12-22 17:30:00,988.33,84.8,12.1
51361,2020-12-22 17:40:00,988.39,85.0,11.97
51362,2020-12-22 17:50:00,988.38,84.5,12.09
51363,2020-12-22 18:00:00,988.44,83.9,12.19
51364,2020-12-22 18:10:00,988.53,83.8,12.24
51365,2020-12-22 18:20:00,988.57,83.2,12.34
51366,2020-12-22 18:30:00,988.6,83.4,12.29
51367,2020-12-22 18:40:00,988.6,84.6,12.05
51368,2020-12-22 18:50:00,988.62,85.1,11.94
51369,2020-12-22 19:00:00,988.65,85.3,11.89
51370,2020-12-22 19:10:00,988.68,84.9,11.97
51371,2020-12-22 19:20:00,988.72,84.5,12.06
51372,2020-12-22 19:30:00,988.7,83.7,12.21
51373,2020-12-22 19:40:00,988.67,83.6,12.25
51374,2020-12-22 19:50:00,988.73,85.4,12.09
51375,2020-12-22 20:00:00,988.77,85.5,11.97
51376,2020-12-22 20:10:00,988.86,85.7,11.92
51377,2020-12-22 20:20:00,988.95,85.1,12.11
51378,2020-12-22 20:30:00,989.0,84.9,12.25
51379,2020-12-22 20:40:00,988.95,86.0,12.18
51380,2020-12-22 20:50:00,988.91,87.3,12.1
51381,2020-12-22 21:00:00,988.92,88.4,11.99
51382,2020-12-22 21:10:00,988.99,89.2,11.95
51383,2020-12-22 21:20:00,988.96,89.7,11.94
51384,2020-12-22 21:30:00,988.94,89.9,11.93
51385,2020-12-22 21:40:00,988.94,90.8,11.8
51386,2020-12-22 21:50:00,988.98,91.3,11.75
51387,2020-12-22 22:00:00,988.97,91.2,11.76
51388,2020-12-22 22:10:00,988.83,92.1,11.56
51389,2020-12-22 22:20:00,988.77,92.3,11.47
51390,2020-12-22 22:30:00,988.78,96.0,11.03
51391,2020-12-22 22:40:00,988.85,97.5,10.89
51392,2020-12-22 22:50:00,989.0,97.3,10.97
51393,2020-12-22 23:00:00,989.25,98.2,10.8
51394,2020-12-22 23:10:00,989.27,98.9,10.79
51395,2020-12-22 23:20:00,989.21,98.6,10.91
51396,2020-12-22 23:30:00,989.15,98.8,10.93
51397,2020-12-22 23:40:00,989.06,99.6,10.85
51398,2020-12-22 23:50:00,988.96,100.0,10.7
51399,2020-12-23 00:00:00,988.78,100.0,10.41
51400,2020-12-23 00:10:00,988.71,100.0,10.18
51401,2020-12-23 00:20:00,988.69,100.0,10.15
51402,2020-12-23 00:30:00,988.73,100.0,10.08
51403,2020-12-23 00:40:00,988.81,100.0,9.99
51404,2020-12-23 00:50:00,988.72,100.0,10.01
51405,2020-12-23 01:00:00,988.64,100.0,9.99
51406,2020-12-23 01:10:00,988.65,100.0,9.96
51407,2020-12-23 01:20:00,988.6,100.0,10.08
51408,2020-12-23 01:30:00,988.55,100.0,10.05
51409,2020-12-23 01:40:00,988.46,100.0,9.98
51410,2020-12-23 01:50:00,988.37,100.0,9.84
51411,2020-12-23 02:00:00,988.39,100.0,9.88
51412,2020-12-23 02:10:00,988.48,100.0,9.91
51413,2020-12-23 02:20:00,988.6,100.0,9.78
51414,2020-12-23 02:30:00,988.73,100.0,9.69
51415,2020-12-23 02:40:00,988.76,100.0,9.79
51416,2020-12-23 02:50:00,988.87,100.0,9.82
51417,2020-12-23 03:00:00,988.93,100.0,9.74
51418,2020-12-23 03:10:00,988.82,100.0,9.84
51419,2020-12-23 03:20:00,988.65,100.0,9.87
51420,2020-12-23 03:30:00,988.49,100.0,9.8
51421,2020-12-23 03:40:00,988.35,100.0,9.52
51422,2020-12-23 03:50:00,988.02,100.0,9.45
51423,2020-12-23 04:00:00,987.84,100.0,9.54
51424,2020-12-23 04:10:00,987.72,100.0,9.47
51425,2020-12-23 04:20:00,987.71,100.0,9.25
51426,2020-12-23 04:30:00,987.69,100.0,9.16
51427,2020-12-23 04:40:00,987.66,100.0,9.04
51428,2020-12-23 04:50:00,987.73,100.0,8.97
51429,2020-12-23 05:00:00,987.61,100.0,9.05
51430,2020-12-23 05:10:00,987.6,100.0,9.07
51431,2020-12-23 05:20:00,987.77,100.0,9.14
51432,2020-12-23 05:30:00,987.86,100.0,9.18
51433,2020-12-23 05:40:00,987.89,100.0,9.18
51434,2020-12-23 05:50:00,987.88,100.0,9.14
51435,2020-12-23 06:00:00,987.9,100.0,9.09
51436,2020-12-23 06:10:00,987.86,100.0,9.06
51437,2020-12-23 06:20:00,987.91,100.0,9.08
51438,2020-12-23 06:30:00,987.84,100.0,9.06
51439,2020-12-23 06:40:00,987.81,100.0,8.99
51440,2020-12-23 06:50:00,987.84,100.0,8.95
51441,2020-12-23 07:00:00,987.99,100.0,8.95
51442,2020-12-23 07:10:00,988.08,100.0,9.07
51443,2020-12-23 07:20:00,988.03,100.0,9.2
51444,2020-12-23 07:30:00,988.01,100.0,9.23
51445,2020-12-23 07:40:00,987.94,100.0,9.12
51446,2020-12-23 07:50:00,987.98,100.0,9.05
51447,2020-12-23 08:00:00,987.93,100.0,9.06
51448,2020-12-23 08:10:00,987.95,100.0,9.06
51449,2020-12-23 08:20:00,987.94,100.0,9.06
51450,2020-12-23 08:30:00,987.97,100.0,8.98
51451,2020-12-23 08:40:00,988.02,100.0,8.92
51452,2020-12-23 08:50:00,988.01,100.0,8.89
51453,2020-12-23 09:00:00,988.0,100.0,8.83
51454,2020-12-23 09:10:00,987.89,100.0,8.84
51455,2020-12-23 09:20:00,987.82,100.0,8.74
51456,2020-12-23 09:30:00,987.85,100.0,8.81
51457,2020-12-23 09:40:00,987.87,100.0,8.93
51458,2020-12-23 09:50:00,987.79,100.0,9.0
51459,2020-12-23 10:00:00,987.7,100.0,9.07
51460,2020-12-23 10:10:00,987.66,100.0,9.2
51461,2020-12-23 10:20:00,987.83,100.0,9.33
51462,2020-12-23 10:30:00,987.86,100.0,9.39
51463,2020-12-23 10:40:00,987.87,100.0,9.43
51464,2020-12-23 10:50:00,987.79,100.0,9.41
51465,2020-12-23 11:00:00,987.71,100.0,9.44
51466,2020-12-23 11:10:00,987.64,100.0,9.5
51467,2020-12-23 11:20:00,987.43,100.0,9.6
51468,2020-12-23 11:30:00,987.35,100.0,9.66
51469,2020-12-23 11:40:00,987.21,100.0,9.67
51470,2020-12-23 11:50:00,987.02,100.0,9.62
51471,2020-12-23 12:00:00,986.88,100.0,9.63
51472,2020-12-23 12:10:00,986.62,100.0,9.73
51473,2020-12-23 12:20:00,986.47,100.0,9.97
51474,2020-12-23 12:30:00,986.37,100.0,10.19
51475,2020-12-23 12:40:00,986.23,100.0,10.15
51476,2020-12-23 12:50:00,986.09,100.0,10.04
51477,2020-12-23 13:00:00,986.01,100.0,10.2
51478,2020-12-23 13:10:00,985.91,100.0,10.26
51479,2020-12-23 13:20:00,985.76,100.0,10.26
51480,2020-12-23 13:30:00,985.68,100.0,10.28
51481,2020-12-23 13:40:00,985.6,100.0,10.23
51482,2020-12-23 13:50:00,985.37,100.0,10.24
51483,2020-12-23 14:00:00,985.21,100.0,10.2
51484,2020-12-23 14:10:00,985.07,100.0,10.11
51485,2020-12-23 14:20:00,984.88,100.0,10.08
51486,2020-12-23 14:30:00,984.83,100.0,10.14
51487,2020-12-23 14:40:00,984.6,100.0,10.21
51488,2020-12-23 14:50:00,984.47,100.0,10.27
51489,2020-12-23 15:00:00,984.26,100.0,10.31
51490,2020-12-23 15:10:00,984.06,100.0,10.34
51491,2020-12-23 15:20:00,983.91,100.0,10.43
51492,2020-12-23 15:30:00,983.8,100.0,10.55
51493,2020-12-23 15:40:00,983.61,100.0,10.66
51494,2020-12-23 15:50:00,983.45,100.0,10.68
51495,2020-12-23 16:00:00,983.35,100.0,10.68
